QKEY,Device_Type_W35,LANGUAGE_W35,FORM_W35,ALG1_W35,ECIMPA_W35,ECIMPB_W35,ECIMPC_W35,ECIMPD_W35,ECIMPE_W35,ECIMPF_W35,ECIMPG_W35,ECIMPH_W35,TC2A_W35,TC2B_W35,TC2C_W35,TC3A_W35,TC3B_W35,TC3C_W35,TC4_W35,TC5_W35,TC6A_W35,TC6B_W35,SNSA_W35,SNSB_W35,SNSE_W35,SNSH_W35,SNSJ_W35,SNSL_W35,SNSUSER_W35,SNSFRA_W35,SNSFRB_W35,SM1A_W35,SM1B_W35,SM1C_W35,SM1D_W35,SM1E_W35,SM1F_W35,SM2A_W35,SM2B_W35,SM2C_W35,SM2D_W35,SM3_W35,SM4A_W35,SM4B_W35,SM4C_W35,SM4D_W35,SM5A_W35,SM5B_W35,SM5C_W35,SM5D_W35,SM6A_W35,SM6B_W35,SM7_W35,SM8A_W35,SM8B_W35,SM8C_W35,SM9A_W35,SM9B_W35,SM9C_W35,SM9D_W35,SM9E_W35,SM10A_W35,SM10B_W35,SM10C_W35,SM10D_W35,SM10E_W35,SM11_W35,SM12A_W35,SM12B_W35,SM12C_W35,SM13A_W35,SM13B_W35,SM13C_W35,SM14A_W35,SM14B_W35,SM14C_W35,SM14D_W35,FB1_W35,FB2_W35,FB3A_W35,FB3B_W35,FB3C1_W35,FB3C2_W35,FB3C3_W35,FB3C4_W35,FB3C5_W35,FB3C6_W35,FB4A_W35,FB4B_W35,FB5A_W35,FB5B_W35,FB5C_W35,FB5D_W35,YT1A_W35,YT1B_W35,YT1C_W35,YT1D_W35,YT2_W35,YT3A_W35,YT3B_W35,YT3C_W35,YT4_W35,YT5_W35,V1_W35,V1Q1_W35,V1Q2_W35,V1Q3_W35,V1Q4_POS1_W35,V1Q4_POS2_W35,V1Q4_POS3_W35,V1Q4_POS4_W35,V1Q4_POS5_W35,V1Q4_NEG1_W35,V1Q4_NEG2_W35,V1Q4_NEG3_W35,V1Q4_NEG4_W35,V1Q4_NEG5_W35,V1Q4_OTHER_W35,V1Q4_DK_W35,V1Q4_Refused_W35,V2Q1_W35,V2Q2_W35,V2Q3_W35,V2Q4_POS1_W35,V2Q4_POS2_W35,V2Q4_POS3_W35,V2Q4_POS4_W35,V2Q4_POS5_W35,V2Q4_NEG1_W35,V2Q4_NEG2_W35,V2Q4_NEG3_W35,V2Q4_NEG4_W35,V2Q4_NEG5_W35,V2Q4_DK_W35,V2Q4_OTHER_W35,V2Q4_Refused_W35,V2_W35,V3Q1_W35,V3Q2_W35,V3Q3_W35,V3Q4_POS1_W35,V3Q4_POS2_W35,V3Q4_POS3_W35,V3Q4_POS4_W35,V3Q4_NEG1_W35,V3Q4_NEG2_W35,V3Q4_NEG3_W35,V3Q4_NEG4_W35,V3Q4_NEG5_W35,V3Q4_OTHER_W35,V3Q4_DK_W35,V3Q4_Refused_W35,V4Q1_W35,V4Q2_W35,V4Q3_W35,V4Q4_POS1_W35,V4Q4_POS2_W35,V4Q4_POS3_W35,V4Q4_POS4_W35,V4Q4_POS5_W35,V4Q4_NEG1_W35,V4Q4_NEG2_W35,V4Q4_NEG3_W35,V4Q4_OTHER_W35,V4Q4_DK_W35,V4Q4_Refused_W35,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,WEIGHT_W35
103060,3,9,2,1,NA,NA,NA,NA,1,1,2,2,2,1,1,2,2,2,3,99,1,2,0,0,0,1,0,0,1,NA,3,4,2,2,4,2,4,4,2,1,4,99,1,1,1,1,4,4,4,4,99,99,99,2,2,2,99,99,99,99,99,2,2,2,2,2,2,4,4,4,1,1,1,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,4,2,4,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,2,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,4,2,1,1,1,1,12,NA,5,2,NA,2,7,1,1,4,1,1,0.2242589247
103256,2,9,2,1,NA,NA,NA,NA,1,1,1,2,2,1,1,2,2,1,2,1,3,2,0,0,0,0,0,0,0,NA,NA,2,3,2,4,4,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,5,2,1,1,1,3,1,2,6,3,1,1,8,1,1,3,1,2,0.345355247
103379,2,9,1,2,1,1,1,1,NA,NA,NA,NA,3,2,1,1,2,2,3,3,1,1,1,0,0,0,0,0,1,2,NA,2,3,2,4,2,3,1,1,2,2,2,3,2,2,2,2,4,3,3,1,3,1,2,2,2,3,2,2,3,1,2,2,1,1,2,2,4,4,3,2,2,3,3,3,2,1,3,3,3,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,3,2,1,1,1,1,1,1,2,1,NA,1,9,1,1,99,1,1,0.3332067053
103406,1,9,1,2,3,1,2,1,NA,NA,NA,NA,3,1,1,2,1,2,3,1,1,3,1,0,1,1,0,0,1,1,2,2,2,1,2,1,3,1,2,2,1,2,1,1,1,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,1,1,1,1,0,2,3,2,2,1,2,2,1,2,3,2,3,3,2,2,1,1,4,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,6,2,1,1,1,1,2,2,3,2,NA,2,8,1,1,4,1,1,0.2626055057
103519,3,9,1,2,3,1,3,3,NA,NA,NA,NA,3,1,1,2,2,2,3,1,3,3,0,0,0,0,0,1,1,NA,NA,2,2,2,2,2,3,1,3,2,1,2,2,3,3,3,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,99,2,2,2,2,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,6,2,1,1,1,1,2,2,2,3,2,2,99,99,1,3,1,1,0.1139851141
103538,3,9,2,1,NA,NA,NA,NA,1,1,3,3,4,2,1,2,2,2,3,1,99,3,0,0,0,0,0,1,1,NA,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,99,4,4,4,4,4,4,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,1,1,5,2,1,1,1,1,12,NA,4,3,1,1,99,99,1,2,1,2,0.4136150254
103611,1,9,2,2,NA,NA,NA,NA,1,1,2,2,3,1,1,2,2,1,3,3,1,2,1,0,0,1,0,0,1,2,3,1,1,1,2,2,2,1,1,2,1,2,3,2,3,2,1,3,3,4,1,3,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,2,2,4,2,3,2,1,4,4,4,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,2,4,1,2,2,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,2,1,6,2,1,1,1,6,2,2,5,3,1,1,3,3,1,3,1,1,0.1389870811
103677,1,9,1,2,1,1,1,1,NA,NA,NA,NA,3,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,1,1,3,1,2,1,2,2,3,1,2,2,2,1,1,1,2,1,3,3,2,3,3,2,1,2,2,2,1,3,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,4,4,2,1,0,1,1,1,1,0,2,3,1,2,1,2,4,1,4,3,3,3,3,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,1,1,1,1,2,2,4,3,1,1,9,1,1,1,1,1,0.3094808861
103897,1,9,2,2,NA,NA,NA,NA,3,1,3,2,2,1,1,1,2,2,3,3,3,3,1,1,0,1,0,0,1,2,3,2,2,2,3,1,4,2,2,2,1,1,1,2,3,2,1,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,1,3,3,2,1,1,1,0,0,1,0,1,3,2,2,2,2,3,2,3,3,2,3,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,6,2,1,1,1,6,1,2,1,2,NA,2,7,1,1,3,1,1,0.1493322284
103956,3,9,1,2,1,1,2,1,NA,NA,NA,NA,2,1,1,1,2,1,3,1,1,3,0,0,0,1,0,0,1,NA,3,2,2,2,4,1,4,1,2,2,1,2,3,3,4,3,3,4,4,4,1,3,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,4,4,4,4,4,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,2,2,2,4,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,5,2,1,1,1,2,11,NA,4,2,NA,2,4,2,1,4,1,1,0.2098033751
104210,1,9,2,2,NA,NA,NA,NA,1,1,1,2,3,2,1,1,2,1,3,1,1,3,1,0,0,1,0,0,1,2,2,1,2,1,1,3,2,2,1,1,1,2,1,1,1,1,1,3,1,4,2,1,2,2,2,2,1,3,1,2,3,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,0,2,2,1,1,1,2,4,1,4,1,2,2,2,2,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2,2,3,2,2,1,1,1,6,12,NA,6,2,NA,2,2,3,1,4,1,2,2.3660833081
104272,3,9,2,1,NA,NA,NA,NA,1,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,2,2,3,2,1,4,2,4,1,2,1,1,2,1,2,4,1,2,2,2,3,1,2,4,1,1,2,2,1,2,1,1,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,2,3,1,2,1,1,4,1,3,2,3,2,4,2,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,2,1,2,3,2,1,1,1,1,2,2,4,2,NA,2,8,1,1,4,1,1,0.3412431974
104368,3,9,1,1,1,1,3,3,NA,NA,NA,NA,3,1,1,1,2,1,3,3,1,1,1,0,0,1,0,0,1,2,2,2,3,1,3,1,2,1,2,2,1,2,1,1,1,1,2,2,3,3,3,3,4,2,2,2,3,1,3,3,1,2,1,2,2,2,2,4,4,4,4,4,4,2,3,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,1,3,2,2,2,2,3,1,2,1,1,2,2,1,NA,NA,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,3,2,2,1,1,1,5,1,1,1,3,1,1,3,3,1,3,1,2,4.6340585739
104491,3,9,1,2,1,1,2,1,NA,NA,NA,NA,2,1,1,1,1,1,3,1,1,2,1,0,0,1,0,0,1,1,3,1,1,1,1,2,3,1,1,2,1,2,2,2,2,2,4,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,3,3,3,2,3,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,3,2,1,1,1,1,9,NA,5,2,NA,2,5,2,1,5,1,2,0.5426419718
104689,1,9,2,1,NA,NA,NA,NA,3,3,3,3,2,1,1,1,2,1,3,2,3,3,1,0,0,0,0,0,1,1,NA,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,2,3,2,2,1,1,1,5,1,1,2,2,NA,2,7,1,1,3,1,1,0.186521524
104937,3,9,1,2,1,1,2,1,NA,NA,NA,NA,3,1,1,1,1,1,3,1,1,3,0,0,0,1,0,0,1,NA,3,2,3,1,1,2,3,1,1,1,2,2,1,1,1,1,2,2,4,3,2,1,2,2,2,2,2,1,3,3,2,2,2,1,2,2,2,4,4,4,3,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,2,2,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4,1,1,6,2,1,1,1,3,12,NA,6,2,NA,2,6,2,1,3,1,2,0.2630798606
105124,3,9,1,2,1,1,1,1,NA,NA,NA,NA,2,1,1,2,2,1,3,3,3,3,0,0,0,1,0,0,1,NA,3,3,3,2,4,3,4,2,2,2,2,2,2,2,2,2,4,4,4,4,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,4,4,4,2,2,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,3,3,3,3,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,1,1,6,2,1,1,1,1,2,2,1,1,NA,1,9,1,1,2,1,1,0.0922839966
105269,1,9,2,2,NA,NA,NA,NA,1,1,2,2,3,1,1,1,2,1,3,1,1,1,1,0,1,1,0,0,1,1,3,2,2,2,2,1,3,2,2,2,1,2,1,2,3,3,1,2,3,3,3,1,2,2,2,2,3,1,2,3,1,2,2,2,1,1,2,2,1,3,2,2,1,2,1,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,1,2,1,2,3,1,3,3,2,2,2,2,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,6,2,1,1,1,1,2,2,2,3,2,2,6,2,1,3,1,1,0.1605570152
105959,3,9,1,2,1,1,2,1,NA,NA,NA,NA,3,1,1,2,2,1,3,1,1,3,1,1,1,1,0,0,1,1,2,2,3,2,2,3,2,3,3,2,2,2,2,1,3,1,1,3,2,3,3,2,2,2,2,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,2,2,1,3,3,2,3,3,3,3,2,NA,NA,NA,NA,NA,NA,3,3,2,2,2,2,4,2,4,2,2,4,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,6,2,1,1,1,2,2,2,5,2,NA,2,4,2,1,4,1,1,0.1338996054
106068,3,9,2,2,NA,NA,NA,NA,1,1,1,1,4,1,1,1,2,1,3,1,1,2,0,0,0,0,0,0,0,NA,NA,1,3,2,4,3,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,6,2,1,1,1,1,9,NA,6,2,NA,2,8,1,1,5,1,1,0.0951911599
106180,3,9,1,2,1,1,2,1,NA,NA,NA,NA,3,1,1,1,2,1,3,3,2,1,1,1,0,1,0,0,1,1,3,2,2,1,3,3,4,1,2,2,1,2,2,1,1,2,3,4,3,3,1,2,2,2,2,2,3,1,2,2,2,1,2,1,1,2,2,3,2,3,3,3,3,2,3,2,3,4,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,1,2,1,3,3,3,3,4,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,1,2,4,2,1,1,1,1,1,1,1,1,NA,1,6,2,1,1,1,1,0.3768525297
106297,3,9,1,2,1,3,3,1,NA,NA,NA,NA,2,1,2,2,2,2,3,3,99,99,0,0,0,1,0,0,1,NA,3,3,3,2,4,4,4,2,2,3,99,2,99,99,99,99,2,4,4,4,99,99,99,2,2,2,99,99,99,99,99,2,2,2,2,2,2,4,4,4,2,2,2,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,99,99,99,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,6,2,1,1,1,1,1,1,2,2,NA,2,7,1,1,3,1,1,0.1072096846
106444,1,9,2,2,NA,NA,NA,NA,3,1,3,3,3,1,1,1,2,1,3,3,1,3,1,1,1,1,0,0,1,1,3,2,2,1,3,2,3,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,3,2,2,1,0,0,1,1,0,0,1,2,2,2,1,2,3,2,2,2,3,3,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,2,1,5,2,1,1,1,1,2,2,5,2,NA,2,8,1,1,4,1,2,0.6955994517
106590,1,9,2,2,NA,NA,NA,NA,3,1,2,2,3,2,1,2,2,1,3,1,3,3,1,0,1,1,0,1,1,1,3,2,2,2,4,2,4,1,2,3,1,2,2,3,4,3,2,4,4,4,3,3,4,2,2,2,4,2,4,3,4,2,2,1,2,2,2,4,4,4,3,3,3,2,2,2,2,4,3,3,2,NA,NA,NA,NA,NA,NA,2,4,1,1,2,2,4,2,4,2,2,4,4,4,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,6,2,1,1,1,1,12,NA,5,1,NA,1,8,1,1,3,1,1,0.1573269718
106613,3,9,1,2,1,1,2,1,NA,NA,NA,NA,3,2,2,1,2,1,3,1,1,2,1,0,1,1,0,0,1,1,3,2,2,1,3,1,4,3,2,4,1,2,2,1,2,1,3,3,4,4,2,3,1,2,2,2,3,4,3,4,4,2,2,2,2,1,2,3,3,3,3,3,2,2,2,1,4,3,3,3,2,NA,NA,NA,NA,NA,NA,3,4,1,2,2,1,3,1,3,3,3,3,3,3,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,1,2,3,2,2,2,1,1,1,1,1,2,NA,2,3,3,1,4,1,2,1.3526517821
106885,1,9,2,2,NA,NA,NA,NA,1,1,2,2,3,2,2,1,2,2,2,1,2,1,1,1,1,1,1,0,1,1,2,1,2,2,2,2,4,1,1,2,1,2,2,4,4,3,2,4,2,2,2,2,1,2,1,2,2,1,2,3,2,2,2,1,2,2,2,1,1,2,1,2,3,2,1,1,2,2,3,1,1,1,0,1,0,1,0,1,2,2,2,2,2,1,2,2,2,3,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,5,1,5,3,1,1,2,1,1,1,NA,1,8,1,1,1,1,1,0.3645896138
